Index;Tid;I1;U1;U2;HMI_trig;IO_trig;I_95_start;I_105_start;I_95_trip;I_105_trip;Bryterfeilvern
954;2680789;476;202;200;0;0;0;0;0;0;0
955;2683602;429;199;197;0;0;0;0;0;0;0
956;2686415;321;204;205;0;0;0;0;0;0;0
957;2689228;202;196;194;0;0;0;0;0;0;0
958;2692041;116;202;194;0;0;0;0;0;0;0
959;2694854;69;202;197;0;0;0;0;0;0;0
960;2697667;559;196;194;0;1;0;0;0;0;0
961;2700480;1500;207;200;0;1;0;0;0;0;0
962;2703293;836;204;200;0;1;0;0;0;0;0
963;2706106;-399;204;202;0;1;0;0;0;0;0
964;2708919;-435;202;205;0;1;0;0;0;0;0
965;2711732;-498;199;197;0;1;0;0;0;0;0
966;2714545;-374;199;200;0;1;0;0;0;0;0
967;2717358;-280;199;194;0;1;0;0;0;0;0
968;2720171;-150;202;200;0;1;0;0;0;0;0
969;2722984;-230;194;197;0;1;0;0;0;0;0
970;2725797;-540;204;200;0;1;0;0;0;0;0
971;2728610;-706;202;202;0;1;0;0;0;0;0
972;2731423;-628;199;194;0;1;0;0;0;0;0
973;2734236;-338;199;194;0;1;0;0;0;0;0
974;2737049;69;199;197;0;1;0;0;0;0;0
975;2739862;97;202;194;0;1;0;0;0;0;0
976;2742675;91;199;197;0;1;0;0;0;0;0
977;2745488;86;202;200;0;1;0;0;0;0;0
978;2748301;88;202;197;0;1;0;0;0;0;0
979;2751114;80;199;200;0;1;0;0;0;0;0
980;2753927;77;199;192;0;1;0;0;0;0;0
981;2756740;75;196;194;0;1;0;0;0;0;0
982;2759553;72;202;194;0;1;0;0;0;0;0
983;2762366;66;204;200;0;1;0;0;0;0;0
984;2765179;66;199;200;0;1;0;0;0;0;0
985;2767992;63;199;200;0;1;0;0;0;0;0
986;2770805;58;196;200;0;1;0;0;0;0;0
987;2773618;52;196;197;0;1;0;0;0;0;0
988;2776431;52;199;194;0;1;0;0;0;0;0
989;2779244;50;199;197;0;1;0;0;0;0;0
990;2782057;47;199;200;0;1;0;0;0;0;0
991;2784870;47;204;200;0;1;0;0;0;0;0
992;2787683;41;202;202;0;1;0;0;0;0;0
993;2790496;47;204;197;0;1;0;0;0;0;0
994;2793309;39;207;194;0;1;0;0;0;0;0
995;2796122;39;199;194;0;1;0;0;0;0;0
996;2798935;36;204;200;0;1;0;0;0;0;0
997;2801748;36;204;202;0;1;0;0;0;0;0
998;2804561;33;204;200;0;1;0;0;0;0;0
999;2807374;36;202;200;0;1;0;0;0;0;0
1000;2810187;30;202;200;0;1;0;0;0;0;0
1001;2813000;33;204;197;0;1;0;0;0;0;0
1002;2815813;25;202;192;0;1;0;0;0;0;0
1003;2818626;27;199;200;0;1;0;0;0;0;0
1004;2821439;22;199;197;0;1;0;0;0;0;0
1005;2824252;25;199;197;0;1;0;0;0;0;0
1006;2827065;22;199;200;0;1;0;0;0;0;0
1007;2829878;19;199;200;0;1;0;0;0;0;0
1008;2832691;16;202;197;0;1;0;0;0;0;0
1009;2835504;19;199;194;0;1;0;0;0;0;0
1010;2838317;22;199;197;0;1;0;0;0;0;0
1011;2841130;19;199;194;0;1;0;0;0;0;0
1012;2843943;22;202;202;0;1;0;0;0;0;0
1013;2846756;16;202;200;0;1;0;0;0;0;0
1014;2849569;16;196;200;0;1;0;0;0;0;0
1015;2852382;14;196;200;0;1;0;0;0;0;0
1016;2855195;11;199;197;0;1;0;0;0;0;0
1017;2858008;19;199;197;0;1;0;0;0;0;0
1018;2860821;14;199;197;0;1;0;0;0;0;0
1019;2863634;14;202;202;0;1;0;0;0;0;0
1020;2866447;11;199;202;0;1;0;0;0;0;0
1021;2869260;14;202;197;0;1;0;0;0;0;0
1022;2872073;14;199;197;0;1;0;0;0;0;0
1023;2874886;11;202;197;0;1;0;0;0;0;0
1024;2877699;5;196;197;0;1;0;0;0;0;0
1025;2880512;11;196;200;0;1;0;0;0;0;0
1026;2883325;11;202;200;0;1;0;0;0;0;0
1027;2886138;11;199;200;0;1;0;0;0;0;0
1028;2888951;8;202;197;0;1;0;0;0;0;0
1029;2891764;5;202;200;0;1;0;0;0;0;0
1030;2894577;11;199;194;0;1;0;0;0;0;0
1031;2897390;8;196;197;0;1;0;0;0;0;0
1032;2900203;8;204;200;0;1;0;0;0;0;0
1033;2903016;5;202;200;0;1;0;0;0;0;0
1034;2905829;11;204;202;0;1;0;0;0;0;0
1035;2908642;5;202;197;0;1;0;0;0;0;0
1036;2911455;5;202;194;0;1;0;0;0;0;0
1037;2914268;8;202;202;0;1;0;0;0;0;0
1038;2917081;5;199;197;0;1;0;0;0;0;0
1039;2919894;3;196;194;0;1;0;0;0;0;0
1040;2922707;3;204;202;0;1;0;0;0;0;0
1041;2925520;8;199;197;0;1;0;0;0;0;0
1042;2928333;5;199;202;0;1;0;0;0;0;0
1043;2931146;8;202;194;0;1;0;0;0;0;0
1044;2933959;5;199;197;0;1;0;0;0;0;0
1045;2936772;8;199;194;0;1;0;0;0;0;0
1046;2939585;0;199;197;0;1;0;0;0;0;0
1047;2942398;5;202;200;0;1;0;0;0;0;0
1048;2945211;3;199;202;0;1;0;0;0;0;0
1049;2948024;0;202;200;0;1;0;0;0;0;0
1050;2950837;0;202;197;0;1;0;0;0;0;0
1051;2953650;3;202;194;0;1;0;0;0;0;0
1052;2956463;8;199;194;0;1;0;0;0;0;0
1053;2959276;3;202;197;0;1;0;0;0;0;0
1054;2962089;0;202;202;0;1;0;0;0;0;0
1055;2964902;0;202;200;0;1;0;0;0;0;0
1056;2967715;5;204;200;0;1;0;0;0;0;0
1057;2970528;5;199;197;0;1;0;0;0;0;0
1058;2973341;-3;202;197;0;1;0;0;0;0;0
1059;2976154;3;199;197;0;1;0;0;0;0;0
1060;2978967;3;202;200;0;1;0;0;0;0;0
1061;2981780;0;199;197;0;1;0;0;0;0;0
1062;2984593;5;199;197;0;1;0;0;0;0;0
1063;2987406;3;199;205;0;1;0;0;0;0;0
1064;2990219;0;199;197;0;1;0;0;0;0;0
1065;2993032;0;194;197;0;1;0;0;0;0;0
1066;2995845;3;199;197;0;1;0;0;0;0;0
1067;2998658;3;202;194;0;1;0;0;0;0;0
1068;3001471;0;199;197;0;1;0;0;0;0;0
1069;3004284;3;199;202;0;1;0;0;0;0;0
1070;3007097;3;202;200;0;1;0;0;0;0;0
1071;3009910;5;199;197;0;1;0;0;0;0;0
1072;3012723;3;202;197;0;1;0;0;0;0;0
1073;3015536;0;199;194;0;1;0;0;0;0;0
1074;3018349;0;196;197;0;1;0;0;0;0;0
1075;3021162;0;199;197;0;1;0;0;0;0;0
1076;3023975;0;199;200;0;1;0;0;0;0;0
1077;3026788;0;204;197;0;1;0;0;0;0;0
1078;3029601;3;202;200;0;1;0;0;0;0;0
1079;3032414;3;196;200;0;1;0;0;0;0;0
1080;3035227;0;202;194;0;1;0;0;0;0;0
1081;3038040;3;199;194;0;1;0;0;0;0;0
1082;3040853;0;199;197;0;1;0;0;0;0;0
1083;3043666;3;202;200;0;1;0;0;0;0;0
1084;3046479;3;202;197;0;1;0;0;0;0;0
1085;3049292;0;202;197;0;1;0;0;0;0;0
1086;3052105;3;199;197;0;1;0;0;0;0;0
1087;3054918;3;199;189;0;1;0;0;0;0;0
1088;3057731;3;202;197;0;1;0;0;0;0;0
1089;3060544;0;199;194;0;1;0;0;0;0;0
1090;3063357;0;199;197;0;1;0;0;0;0;0
1091;3066170;0;202;200;0;1;0;0;0;0;0
1092;3068983;0;202;200;0;1;0;0;0;0;0
1093;3071796;3;202;197;0;1;0;0;0;0;0
1094;3074609;-3;196;200;0;1;0;0;0;0;0
1095;3077422;3;196;194;0;1;0;0;0;0;0
1096;3080235;5;199;197;0;1;0;0;0;0;0
1097;3083048;0;202;200;0;1;0;0;0;0;0
1098;3085861;3;202;200;0;1;0;0;0;0;0
1099;3088674;5;202;202;0;1;0;0;0;0;0
1100;3091487;0;199;197;0;1;0;0;0;0;0
1101;3094300;0;202;194;0;1;0;0;0;0;0
1102;3097113;-3;199;194;0;1;0;0;0;0;0
1103;3099926;0;199;200;0;1;0;0;0;0;0
1104;3102739;0;199;197;0;1;0;0;0;0;0
1105;3105552;0;204;200;0;1;0;0;0;0;0
1106;3108365;0;202;202;0;1;0;0;0;0;0
1107;3111178;3;196;200;0;1;0;0;0;0;0
1108;3113991;0;202;200;0;1;0;0;0;0;0
1109;3116804;0;202;192;0;1;0;0;0;0;0
1110;3119617;0;202;200;0;1;0;0;0;0;0
1111;3122430;3;204;200;0;1;0;0;0;0;0
1112;3125243;3;199;200;0;1;0;0;0;0;0
1113;3128056;0;199;200;0;1;0;0;0;0;0
1114;3130869;-3;199;200;0;1;0;0;0;0;0
1115;3133682;0;196;202;0;1;0;0;0;0;0
1116;3136495;0;196;197;0;1;0;0;0;0;0
1117;3139308;-3;199;194;0;1;0;0;0;0;0
1118;3142121;3;199;197;0;1;0;0;0;0;0
1119;3144934;0;199;200;0;1;0;0;0;0;0
1120;3147747;-3;202;202;0;1;0;0;0;0;0
1121;3150560;0;199;197;0;1;0;0;0;0;0
1122;3153373;0;202;194;0;1;0;0;0;0;0
1123;3156186;5;202;194;0;1;0;0;0;0;0
1124;3158999;3;196;197;0;1;0;0;0;0;0
1125;3161812;-3;199;200;0;1;0;0;0;0;0
1126;3164625;0;204;200;0;1;0;0;0;0;0
1127;3167438;3;204;202;0;1;0;0;0;0;0
1128;3170251;5;202;194;0;1;0;0;0;0;0
1129;3173064;0;196;197;0;1;0;0;0;0;0
1130;3175877;3;196;194;0;1;0;0;0;0;0
1131;3178690;3;199;197;0;1;0;0;0;0;0
1132;3181503;3;199;200;0;1;0;0;0;0;0
1133;3184316;3;202;200;0;1;0;0;0;0;0
1134;3187129;0;199;200;0;1;0;0;0;0;0
1135;3189942;0;199;197;0;1;0;0;0;0;0
1136;3192755;-3;199;197;0;1;0;0;0;0;0
1137;3195568;0;199;194;0;1;0;0;0;0;0
1138;3198381;5;202;194;0;1;0;0;0;0;0
1139;3201194;3;199;200;0;1;0;0;0;0;0
1140;3204007;-3;204;200;0;1;0;0;0;0;0
1141;3206820;0;199;197;0;1;0;0;0;0;0
1142;3209633;0;199;197;0;1;0;0;0;0;0
1143;3212446;5;202;194;0;1;0;0;0;0;0
1144;3215259;3;196;197;0;1;0;0;0;0;0
1145;3218072;-3;196;194;0;1;0;0;0;0;0
1146;3220885;3;202;197;0;1;0;0;0;0;0
1147;3223698;3;202;202;0;1;0;0;0;0;0
1148;3226511;-3;202;205;0;1;0;0;0;0;0
1149;3229324;0;199;200;0;1;0;0;0;0;0
1150;3232137;0;202;194;0;1;0;0;0;0;0
1151;3234950;0;196;197;0;1;0;0;0;0;0
1152;3237763;0;199;194;0;1;0;0;0;0;0
1153;3240576;0;202;200;0;1;0;0;0;0;0
1154;3243389;-3;196;202;0;1;0;0;0;0;0
1155;3246202;3;199;200;0;1;0;0;0;0;0
1156;3249015;0;202;200;0;1;0;0;0;0;0
1157;3251828;-3;196;194;0;1;0;0;0;0;0
1158;3254641;0;199;194;0;1;0;0;0;0;0
1159;3257454;3;199;194;0;1;0;0;0;0;0
1160;3260267;3;199;197;0;1;0;0;0;0;0
1161;3263080;3;202;200;0;1;0;0;0;0;0
1162;3265893;-3;204;202;0;1;0;0;0;0;0
1163;3268706;0;204;202;0;1;0;0;0;0;0
1164;3271519;3;202;194;0;1;0;0;0;0;0
1165;3274332;5;199;194;0;1;0;0;0;0;0
1166;3277145;3;199;194;0;1;0;0;0;0;0
1167;3279958;3;202;194;0;1;0;0;0;0;0
1168;3282771;3;202;200;0;1;0;0;0;0;0
1169;3285584;3;202;200;0;1;0;0;0;0;0
1170;3288397;3;202;197;0;1;0;0;0;0;0
1171;3291210;-3;202;197;0;1;0;0;0;0;0
1172;3294023;-3;202;197;0;1;0;0;0;0;0
1173;3296836;0;199;194;0;1;0;0;0;0;0
1174;3299649;3;202;197;0;1;0;0;0;0;0
1175;3302462;3;199;194;0;1;0;0;0;0;0
1176;3305275;0;204;197;0;1;0;0;0;0;0
1177;3308088;3;202;205;0;1;0;0;0;0;0
1178;3310901;3;202;197;0;1;0;0;0;0;0
1179;3313714;3;194;200;0;1;0;0;0;0;0
1180;3316527;5;196;197;0;1;0;0;0;0;0
1181;3319340;0;202;200;0;1;0;0;0;0;0
1182;3322153;3;204;194;0;1;0;0;0;0;0
1183;3324966;3;199;200;0;1;0;0;0;0;0
1184;3327779;0;202;200;0;1;0;0;0;0;0
1185;3330592;0;199;197;0;1;0;0;0;0;0
1186;3333405;3;199;200;0;1;0;0;0;0;0
1187;3336218;3;199;194;0;1;0;0;0;0;0
1188;3339031;0;199;197;0;1;0;0;0;0;0
1189;3341844;0;202;197;0;1;0;0;0;0;0
1190;3344657;0;199;197;0;1;0;0;0;0;0
1191;3347470;0;202;197;0;1;0;0;0;0;0
1192;3350283;5;202;197;0;1;0;0;0;0;0
1193;3353096;3;204;197;0;1;0;0;0;0;0
1194;3355909;3;202;192;0;1;0;0;0;0;0
1195;3358722;0;196;197;0;1;0;0;0;0;0
1196;3361535;0;204;202;0;1;0;0;0;0;0
1197;3364348;3;199;200;0;1;0;0;0;0;0
1198;3367161;0;202;202;0;1;0;0;0;0;0
1199;3369974;0;202;197;0;1;0;0;0;0;0
1200;3372787;-3;196;200;0;1;0;0;0;0;0
1201;3375600;0;196;192;0;1;0;0;0;0;0
1202;3378413;0;202;194;0;1;0;0;0;0;0
1203;3381226;3;202;200;0;1;0;0;0;0;0
1204;3384039;0;202;200;0;1;0;0;0;0;0
1205;3386852;5;202;200;0;1;0;0;0;0;0
1206;3389665;3;199;200;0;1;0;0;0;0;0
1207;3392478;5;199;197;0;1;0;0;0;0;0
1208;3395291;0;199;194;0;1;0;0;0;0;0
1209;3398104;3;196;197;0;1;0;0;0;0;0
1210;3400917;5;196;197;0;1;0;0;0;0;0
1211;3403730;-6;199;197;0;1;0;0;0;0;0
1212;3406543;0;199;200;0;1;0;0;0;0;0
1213;3409356;0;196;197;0;1;0;0;0;0;0
1214;3412169;3;202;194;0;1;0;0;0;0;0
1215;3414982;5;199;200;0;1;0;0;0;0;0
1216;3417795;-6;199;197;0;1;0;0;0;0;0
1217;3420608;3;199;202;0;1;0;0;0;0;0
1218;3423421;0;204;197;0;1;0;0;0;0;0
1219;3426234;0;202;202;0;1;0;0;0;0;0
1220;3429047;3;202;200;0;1;0;0;0;0;0
1221;3431860;3;199;194;0;1;0;0;0;0;0
1222;3434673;-3;202;197;0;1;0;0;0;0;0
1223;3437486;-3;202;192;0;1;0;0;0;0;0
1224;3440299;3;204;197;0;1;0;0;0;0;0
1225;3443112;5;204;200;0;1;0;0;0;0;0
1226;3445925;-3;202;202;0;1;0;0;0;0;0
1227;3448738;0;204;197;0;1;0;0;0;0;0
1228;3451551;0;199;197;0;1;0;0;0;0;0
1229;3454364;3;199;194;0;1;0;0;0;0;0
1230;3457177;3;199;194;0;1;0;0;0;0;0
1231;3459990;3;202;197;0;1;0;0;0;0;0
1232;3462803;3;204;197;0;1;0;0;0;0;0
1233;3465616;3;202;202;0;1;0;0;0;0;0
1234;3468429;0;199;197;0;1;0;0;0;0;0
1235;3471242;-3;199;194;0;1;0;0;0;0;0
1236;3474055;0;202;197;0;1;0;0;0;0;0
1237;3476868;3;199;194;0;1;0;0;0;0;0
1238;3479681;-3;199;197;0;1;0;0;0;0;0
1239;3482494;5;199;200;0;1;0;0;0;0;0
1240;3485307;0;202;197;0;1;0;0;0;0;0
1241;3488120;-3;204;200;0;1;0;0;0;0;0
1242;3490933;-3;202;200;0;1;0;0;0;0;0
1243;3493746;0;199;197;0;1;0;0;0;0;0
1244;3496559;-3;202;192;0;1;0;0;0;0;0
1245;3499372;0;199;194;0;1;0;0;0;0;0
1246;3502185;-3;202;197;0;1;0;0;0;0;0
1247;3504998;-3;199;200;0;1;0;0;0;0;0
1248;3507811;3;202;194;0;1;0;0;0;0;0
1249;3510624;0;199;197;0;1;0;0;0;0;0
1250;3513437;-3;199;197;0;1;0;0;0;0;0
1251;3516250;0;202;194;0;1;0;0;0;0;0
1252;3519063;0;204;200;0;1;0;0;0;0;0
1253;3521876;3;207;200;0;1;0;0;0;0;0
1254;3524689;-3;202;202;0;1;0;0;0;0;0
1255;3527502;3;199;197;0;1;0;0;0;0;0
1256;3530315;-3;202;197;0;1;0;0;0;0;0
1257;3533128;3;199;197;0;1;0;0;0;0;0
1258;3535941;0;194;197;0;1;0;0;0;0;0
1259;3538754;0;204;202;0;1;0;0;0;0;0
1260;3541567;3;196;197;0;1;0;0;0;0;0
1261;3544380;5;202;200;0;1;0;0;0;0;0
1262;3547193;5;202;202;0;1;0;0;0;0;0
1263;3550006;3;202;200;0;1;0;0;0;0;0
1264;3552819;3;202;197;0;1;0;0;0;0;0
1265;3555632;0;194;192;0;1;0;0;0;0;0
1266;3558445;3;196;194;0;1;0;0;0;0;0
1267;3561258;5;202;202;0;1;0;0;0;0;0
1268;3564071;-3;204;200;0;1;0;0;0;0;0
1269;3566884;5;204;200;0;1;0;0;0;0;0
1270;3569697;0;199;202;0;1;0;0;0;0;0
1271;3572510;3;196;197;0;1;0;0;0;0;0
1272;3575323;3;199;194;0;1;0;0;0;0;0
1273;3578136;3;199;194;0;1;0;0;0;0;0
1274;3580949;0;204;197;0;1;0;0;0;0;0
1275;3583762;0;204;197;0;1;0;0;0;0;0
1276;3586575;0;199;208;0;1;0;0;0;0;0
1277;3589388;5;199;197;0;1;0;0;0;0;0
1278;3592201;0;202;197;0;1;0;0;0;0;0
1279;3595014;3;199;194;0;1;0;0;0;0;0
1280;3597827;-6;199;197;0;1;0;0;0;0;0
1281;3600640;3;202;197;0;1;0;0;0;0;0
1282;3603453;-6;207;194;0;1;0;0;0;0;0
1283;3606266;0;202;200;0;1;0;0;0;0;0
1284;3609079;3;202;200;0;1;0;0;0;0;0
1285;3611892;-3;199;200;0;1;0;0;0;0;0
1286;3614705;3;199;194;0;1;0;0;0;0;0
1287;3617518;-3;199;197;0;1;0;0;0;0;0
1288;3620331;0;199;194;0;1;0;0;0;0;0
1289;3623144;-6;196;197;0;1;0;0;0;0;0
1290;3625957;0;207;202;0;1;0;0;0;0;0
1291;3628770;3;199;197;0;1;0;0;0;0;0
1292;3631583;0;202;197;0;1;0;0;0;0;0
1293;3634396;0;199;197;0;1;0;0;0;0;0
1294;3637209;0;196;194;0;1;0;0;0;0;0
1295;3640022;0;202;200;0;1;0;0;0;0;0
1296;3642835;3;199;197;0;1;0;0;0;0;0
1297;3645648;0;204;200;0;1;0;0;0;0;0
1298;3648461;3;202;200;0;1;0;0;0;0;0
1299;3651274;0;199;197;0;1;0;0;0;0;0
1300;3654087;-3;199;194;0;1;0;0;0;0;0
1301;3656900;0;196;197;0;1;0;0;0;0;0
1302;3659713;3;199;197;0;1;0;0;0;0;0
1303;3662526;3;196;194;0;1;0;0;0;0;0
1304;3665339;-3;199;200;0;1;0;0;0;0;0
1305;3668152;3;199;200;0;1;0;0;0;0;0
1306;3670965;3;196;194;0;1;0;0;0;0;0
1307;3673778;3;202;194;0;1;0;0;0;0;0
1308;3676591;-3;199;194;0;1;0;0;0;0;0
1309;3679404;0;202;197;0;1;0;0;0;0;0
1310;3682217;-6;199;205;0;1;0;0;0;0;0
1311;3685030;0;204;200;0;1;0;0;0;0;0
1312;3687843;0;204;197;0;1;0;0;0;0;0
1313;3690656;0;199;200;0;1;0;0;0;0;0
1314;3693469;3;204;194;0;1;0;0;0;0;0
1315;3696282;0;199;192;0;1;0;0;0;0;0
1316;3699095;-3;199;200;0;1;0;0;0;0;0
1317;3701908;0;199;200;0;1;0;0;0;0;0
1318;3704721;0;202;200;0;1;0;0;0;0;0
1319;3707534;3;202;197;0;1;0;0;0;0;0
1320;3710347;0;199;197;0;1;0;0;0;0;0
1321;3713160;-3;199;197;0;1;0;0;0;0;0
1322;3715973;0;196;194;0;1;0;0;0;0;0
1323;3718786;3;202;197;0;1;0;0;0;0;0
1324;3721599;0;202;200;0;1;0;0;0;0;0
1325;3724412;3;199;197;0;1;0;0;0;0;0
1326;3727225;0;202;200;0;1;0;0;0;0;0
1327;3730038;3;202;200;0;1;0;0;0;0;0
1328;3732851;5;199;194;0;1;0;0;0;0;0
1329;3735664;0;202;194;0;1;0;0;0;0;0
1330;3738477;3;199;194;0;1;0;0;0;0;0
1331;3741290;-3;199;197;0;1;0;0;0;0;0
1332;3744103;5;204;197;0;1;0;0;0;0;0
1333;3746916;-3;202;202;0;1;0;0;0;0;0
1334;3749729;3;196;200;0;1;0;0;0;0;0
1335;3752542;3;202;197;0;1;0;0;0;0;0
1336;3755355;-3;199;197;0;1;0;0;0;0;0
1337;3758168;0;199;194;0;1;0;0;0;0;0
1338;3760981;0;202;197;0;1;0;0;0;0;0
1339;3763794;3;202;200;0;1;0;0;0;0;0
1340;3766607;5;202;197;0;1;0;0;0;0;0
1341;3769420;3;202;200;0;1;0;0;0;0;0
1342;3772233;5;199;197;0;1;0;0;0;0;0
1343;3775046;-3;199;194;0;1;0;0;0;0;0
1344;3777859;5;199;194;0;1;0;0;0;0;0
1345;3780672;-3;199;200;0;1;0;0;0;0;0
1346;3783485;0;202;200;0;1;0;0;0;0;0
1347;3786298;0;199;202;0;1;0;0;0;0;0
1348;3789111;3;202;197;0;1;0;0;0;0;0
1349;3791924;0;202;197;0;1;0;0;0;0;0
1350;3794737;5;202;194;0;1;0;0;0;0;0
1351;3797550;0;199;197;0;1;0;0;0;0;0
1352;3800363;-3;199;197;0;1;0;0;0;0;0
1353;3803176;3;199;197;0;1;0;0;0;0;0
1354;3805989;3;202;202;0;1;0;0;0;0;0
1355;3808802;0;204;200;0;1;0;0;0;0;0
1356;3811615;0;199;200;0;1;0;0;0;0;0
1357;3814428;3;199;194;0;1;0;0;0;0;0
1358;3817241;0;196;194;0;1;0;0;0;0;0
1359;3820054;3;202;200;0;1;0;0;0;0;0
1360;3822867;-3;202;200;0;1;0;0;0;0;0
1361;3825680;-6;202;202;0;1;0;0;0;0;0
1362;3828493;0;199;197;0;1;0;0;0;0;0
1363;3831306;0;202;202;0;1;0;0;0;0;0
1364;3834119;0;196;192;0;1;0;0;0;0;0
1365;3836932;0;199;197;0;1;0;0;0;0;0
1366;3839745;3;199;197;0;1;0;0;0;0;0
1367;3842558;0;199;205;0;1;0;0;0;0;0
1368;3845371;0;202;202;0;1;0;0;0;0;0
1369;3848184;-3;199;200;0;1;0;0;0;0;0
1370;3850997;-3;196;200;0;1;0;0;0;0;0
1371;3853810;0;196;197;0;1;0;0;0;0;0
1372;3856623;0;196;194;0;1;0;0;0;0;0
1373;3859436;0;199;200;0;1;0;0;0;0;0
1374;3862249;0;204;197;0;1;0;0;0;0;0
1375;3865062;3;202;200;0;1;0;0;0;0;0
1376;3867875;0;204;202;0;1;0;0;0;0;0
1377;3870688;0;202;200;0;1;0;0;0;0;0
1378;3873501;0;202;197;0;1;0;0;0;0;0
1379;3876314;3;199;192;0;1;0;0;0;0;0
1380;3879127;3;196;197;0;1;0;0;0;0;0
1381;3881940;0;199;200;0;1;0;0;0;0;0
1382;3884753;0;202;202;0;1;0;0;0;0;0
1383;3887566;3;204;200;0;1;0;0;0;0;0
1384;3890379;0;204;197;0;1;0;0;0;0;0
1385;3893192;5;196;197;0;1;0;0;0;0;0
1386;3896005;3;196;194;0;1;0;0;0;0;0
1387;3898818;0;202;197;0;1;0;0;0;0;0
1388;3901631;-3;199;197;0;1;0;0;0;0;0
1389;3904444;3;204;200;0;1;0;0;0;0;0
1390;3907257;0;204;200;0;1;0;0;0;0;0
1391;3910070;0;199;200;0;1;0;0;0;0;0
1392;3912883;0;202;194;0;1;0;0;0;0;0
1393;3915696;5;196;197;0;1;0;0;0;0;0
1394;3918509;-3;196;200;0;1;0;0;0;0;0
1395;3921322;3;199;200;0;1;0;0;0;0;0
1396;3924135;3;202;202;0;1;0;0;0;0;0
1397;3926948;0;202;197;0;1;0;0;0;0;0
1398;3929761;-3;204;197;0;1;0;0;0;0;0
1399;3932574;5;199;200;0;1;0;0;0;0;0
1400;3935387;0;196;192;0;1;0;0;0;0;0
1401;3938200;-3;196;200;0;1;0;0;0;0;0
1402;3941013;-3;204;202;0;1;0;0;0;0;0
1403;3943826;-3;199;200;0;1;0;0;0;0;0
1404;3946639;5;199;202;0;1;0;0;0;0;0
1405;3949452;3;202;200;0;1;0;0;0;0;0
1406;3952265;0;196;197;0;1;0;0;0;0;0
1407;3955078;0;199;197;0;1;0;0;0;0;0
1408;3957891;5;199;197;0;1;0;0;0;0;0
1409;3960704;3;202;197;0;1;0;0;0;0;0
1410;3963517;0;204;197;0;1;0;0;0;0;0
1411;3966330;5;204;202;0;1;0;0;0;0;0
1412;3969143;0;196;200;0;1;0;0;0;0;0
1413;3971956;-3;199;197;0;1;0;0;0;0;0
1414;3974769;0;194;197;0;1;0;0;0;0;0
1415;3977582;3;202;194;0;1;0;0;0;0;0
1416;3980395;5;202;200;0;1;0;0;0;0;0
1417;3983208;0;199;200;0;1;0;0;0;0;0
1418;3986021;5;202;197;0;1;0;0;0;0;0
1419;3988834;3;202;197;0;1;0;0;0;0;0
1420;3991647;0;199;194;0;1;0;0;0;0;0
1421;3994460;3;196;197;0;1;0;0;0;0;0
1422;3997273;0;199;194;0;1;0;0;0;0;0
1423;4000086;3;202;197;0;1;0;0;0;0;0
1424;4002899;-3;202;200;0;1;0;0;0;0;0
1425;4005712;0;202;202;0;1;0;0;0;0;0
1426;4008525;5;202;197;0;1;0;0;0;0;0
1427;4011338;0;199;197;0;1;0;0;0;0;0
1428;4014151;3;202;194;0;1;0;0;0;0;0
1429;4016964;0;199;194;0;1;0;0;0;0;0
1430;4019777;3;204;197;0;1;0;0;0;0;0
1431;4022590;0;199;200;0;1;0;0;0;0;0
1432;4025403;0;199;205;0;1;0;0;0;0;0
1433;4028216;0;199;202;0;1;0;0;0;0;0
1434;4031029;3;199;197;0;1;0;0;0;0;0
1435;4033842;0;199;200;0;1;0;0;0;0;0
1436;4036655;-3;199;194;0;1;0;0;0;0;0
1437;4039468;0;196;197;0;1;0;0;0;0;0
1438;4042281;0;196;197;0;1;0;0;0;0;0
1439;4045094;3;202;200;0;1;0;0;0;0;0
1440;4047907;0;199;197;0;1;0;0;0;0;0
